window_id,first_generation,last_generation,first_train_fitness,last_train_fitness,train_improvement,first_test_fitness,last_test_fitness,test_improvement,first_generalization_gap,last_generalization_gap,gap_change,number_of_generations_observed,overfit_flag
1,0.0,100.0,-15.75,150.1463869029155,165.8963869029155,-54.86857023834318,-34.01117949407977,20.857390744263412,39.11857023834318,184.15756639699526,145.03899615865208,101,False
2,0.0,100.0,-12.6,243.4091206179424,256.0091206179424,305.5959569249713,161.66632302368973,-143.92963390128156,-318.1959569249713,81.74279759425266,399.93875451922395,101,True
3,0.0,100.0,357.7708763999664,659.640053362438,301.8691769624716,-22.36067977499789,110.67971810589329,133.0403978808912,380.1315561749643,548.9603352565448,168.82877908158048,101,False
4,0.0,100.0,419.06562731868144,911.206343261503,492.14071594282154,-1000.0,-1000.0,0.0,1419.0656273186814,1911.206343261503,492.14071594282154,101,True
