dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,86986,86986,125287,0,12,246,10.0,4,23,20,-981.0,3,-327.0,0.0,327.0,0.0,327.0,0.0,-109.0,109.0,3,0,0
train,1,0,86986,86986,125287,0,12,246,10.0,4,23,20,222.0,2,222.0,222.0,0.0,inf,0.0,1.0,111.0,0.0,0,0,0
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,1,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,1,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,2,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,2,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,3,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,3,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,4,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,4,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,5,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,5,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,6,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,6,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,7,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,7,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,8,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,8,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,9,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,9,1
test,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,210.0,10,70.0,262.0,192.0,1.3645833333333333,144.0,0.2,7.0,24.0,6,10,1
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,10,1
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,11,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,11,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,12,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,12,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,13,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,13,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,14,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,14,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,15,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,15,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,16,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,16,11
