window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,53560,53560,86986,8,462,8.75,8,27,8,262.0,131.0,262.0,2.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0
2,22406,86986,86986,125287,13,915,4.5,5,23,2,140.0,70.0,140.0,2.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6
3,53560,125287,125287,130699,12,2190,5.0,7,20,2,-2000.0,-1000.0,-2000.0,2.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
