window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,8,1352,9.25,5,11,2,39.0,39.0,39.0,1.0,9,39.0,153.0,114.0,1.3421052631578947,76.0,0.3333333333333333,4.333333333333333,19.0,4
2,22406,53560,53560,86986,13,1195,5.25,9,27,23,7.0,7.0,7.0,1.0,2,7.0,131.0,124.0,1.0564516129032258,124.0,0.5,3.5,124.0,1
3,53560,86986,86986,125287,13,2275,4.5,9,23,27,-930.0,-930.0,-930.0,1.0,10,-930.0,222.0,1152.0,0.19270833333333334,1152.0,0.2,-93.0,144.0,8
4,86986,125287,125287,130699,11,1552,3.5,10,24,2,-1000.0,-1000.0,-1000.0,1.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
