entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
6025,6028,short,30804.25,30801.5,TP,2026-06-16 15:36:46.503,2026-06-16 15:36:46.503,11.0,1,0,22406,22406,53560,7,1
6029,6032,short,30799.25,30796.5,TP,2026-06-16 15:36:46.503,2026-06-16 15:36:46.503,11.0,1,0,22406,22406,53560,7,1
6033,6034,short,30794.0,30794.75,SL,2026-06-16 15:36:46.503,2026-06-16 15:36:46.503,-3.0,1,0,22406,22406,53560,7,1
15261,15262,short,30772.25,30773.0,SL,2026-06-16 16:16:44.159,2026-06-16 16:16:44.175,-3.0,1,0,22406,22406,53560,7,1
15898,15901,short,30744.5,30741.75,TP,2026-06-16 16:19:36.991,2026-06-16 16:19:36.991,11.0,1,0,22406,22406,53560,7,1
15902,15903,short,30740.5,30741.25,SL,2026-06-16 16:19:36.991,2026-06-16 16:19:36.993,-3.0,1,0,22406,22406,53560,7,1
25803,25806,short,30586.0,30586.75,SL,2026-06-16 16:58:36.196,2026-06-16 16:58:36.197,-3.0,1,0,22406,22406,53560,7,1
29592,29593,short,30554.0,30554.75,SL,2026-06-16 17:22:19.034,2026-06-16 17:22:19.038,-3.0,1,0,22406,22406,53560,7,1
30462,30465,short,30513.5,30514.25,SL,2026-06-16 17:26:47.950,2026-06-16 17:26:47.952,-3.0,1,0,22406,22406,53560,7,1
2450,2456,short,30492.75,30486.0,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,27.0,2,22406,53560,53560,86986,3,1
2457,2461,short,30484.0,30490.0,SL,2026-06-17 15:30:01.008,2026-06-17 15:30:01.012,-24.0,2,22406,53560,53560,86986,3,1
3026,3031,long,30605.25,30611.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,23.0,3,53560,86986,86986,125287,0,1
3032,3037,long,30613.25,30619.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,23.0,3,53560,86986,86986,125287,0,1
3038,3039,long,30620.0,30613.0,SL,2026-06-18 15:26:33.962,2026-06-18 15:26:33.965,-28.0,3,53560,86986,86986,125287,0,1
8525,8531,long,30477.0,30470.0,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-28.0,3,53560,86986,86986,125287,0,1
8591,8593,short,30439.5,30446.5,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-28.0,3,53560,86986,86986,125287,0,1
9268,9272,short,30414.25,30421.25,SL,2026-06-18 15:37:47.137,2026-06-18 15:37:47.139,-28.0,3,53560,86986,86986,125287,0,1
10042,10049,long,30452.5,30445.5,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.470,-28.0,3,53560,86986,86986,125287,0,1
10188,10189,long,30466.75,30459.75,SL,2026-06-18 15:39:29.647,2026-06-18 15:39:29.654,-28.0,3,53560,86986,86986,125287,0,1
13050,13051,long,30478.0,30471.0,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-28.0,3,53560,86986,86986,125287,0,1
21538,21539,short,30559.5,30566.5,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-28.0,3,53560,86986,86986,125287,0,1
